f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
395.0651234229217,31.604668439899037,96.24598864644445,84.8477937504001,49.209300075033326,5.558904561611726,17.667205947185376,57.79935461314514,15.583527631784733,35.43991257819994,42.90604775827381,88.38919708335737,14.968485142512678,84.36946381646345,78.41070998842123,24.53039433340984,34.72652409744673,43.13048269364441,16.658128580937642,30.970498854210668
384.3149661800874,30.53379348622728,97.5498200572273,84.77010395848372,46.06574422314367,8.505678375785209,17.4489828960987,53.321031731648674,14.297108277536926,33.24874815918844,42.42423403028305,88.6282606567423,13.078813094136407,85.68324684811547,77.5666659052331,22.103009485222408,33.13369912491929,44.754634282584206,15.85649697572616,33.581285062473164
368.17008492658294,29.05456075554175,90.67963870762772,85.6216426139719,47.44714854152979,6.560074911814096,13.078379579067581,53.92479384655045,10.666326809228341,33.99468936754151,41.13096834422956,85.90832841654964,12.3047706558146,82.76617780414308,75.1113522055949,22.27908958420007,32.68892864896096,41.763585906289556,16.83725462724073,30.118494443975113
407.0797190071727,32.319159851517405,97.57153605013627,88.78721273444705,50.535687461064235,8.429162013823353,20.344774322886273,56.83040308457646,19.83141845990759,37.894998982570414,46.983263009896085,92.94839069776395,17.652899223079707,88.08898870905,78.83927812924912,26.007054022126066,37.53736474763331,47.84855155430612,19.70346686761672,32.57192198878814
361.97777267831066,30.11448129772708,95.53118860259261,84.50208647071328,47.9963332226618,5.971523061115715,13.850955775621557,52.56596104490676,12.760005018794011,31.92347049101223,40.31940928599658,86.96429601013202,13.236164659603933,85.39786974184429,78.39622893480897,21.122344878340225,32.89664081387403,43.92190830713728,15.292323659171089,30.81746262767289
318.1447607279959,23.329503280636576,93.62512421928501,78.76231641502348,44.61748718121438,3.2561480869704678,12.714149906993974,51.572534716806224,10.958669547809691,28.7893727109424,36.936843138083006,83.9395468574563,9.037240305801415,80.36722479192775,74.96995175910723,18.050181417872537,32.68978170232128,40.44055891474012,10.357287850415728,28.92364306308531
342.1172086562405,29.274764278320394,93.13199008321948,84.60775917267625,47.2644733939902,5.169526357464006,14.336872736290239,52.28591939822484,13.687895213267009,31.78682001086588,42.14335220652651,87.80021939869134,12.095621585573662,83.2382941313814,76.58549542059853,20.26246452765692,31.44524814020987,42.66196903907056,13.918245883145687,28.62218470355002
368.0294876039684,26.221436409379457,94.43154443488702,82.03083289946059,45.1248622242575,3.8015191522158007,16.097196833967924,54.04870046262447,14.228230585879372,33.648834633750305,40.85787282902059,87.86540787685885,12.405107149277322,84.81070365183847,76.25256557173047,21.018780139695377,33.76098618618902,46.50417907171588,16.977404862709907,31.042890338716635
332.51754409892067,25.401560409019933,90.4939577889603,78.50699604884386,42.746974123555624,1.4612130267200505,14.860272823696627,52.611748631519646,10.786950514678797,30.025531599223232,37.90677722020986,83.6544594639336,7.1671634957327806,79.56403490247835,70.76649493581886,16.264649648927037,28.435570454972126,41.984105757300064,15.1599016895383,27.172445211980147
345.29519182588683,25.45786002558901,91.64343882643995,79.46718546892498,44.83788059520028,2.8321309102582486,12.70245991482691,51.37870600299803,8.999348491597573,28.966995883678297,36.67399635369313,82.82694757200514,9.0535700838219,79.75667026546745,74.33588367937683,17.890216131193302,29.567956763096657,38.56485894256197,10.060318749229861,29.169484833245356
333.5556256945331,27.042120997093658,92.62364079219715,82.50018091264822,46.14670283521733,5.500101236248912,12.921779925853075,52.58772199068871,11.80594382054359,30.291926405392037,38.36514710581735,82.92213880995756,9.763923901101359,79.8900985435688,71.79862496205841,18.217390396217578,29.53111889371791,42.27528539288361,14.221858009093713,25.889255369614652
392.16018597491234,31.07303193211979,97.80277444222983,86.57730604756554,46.41888407357411,6.3731878045669985,16.859343650368928,54.32485509611821,15.21769210951472,34.982755835278276,44.48534910175941,88.97872917836938,13.164408371626696,87.60667901116304,78.66000969646866,24.129356131631155,33.34100455612077,47.65386383090236,17.85612457175069,31.554626565684053
366.32845700547,26.215648778078002,93.38732283639439,83.69910380621218,44.636004518834675,7.511931673556873,15.036679210518699,51.647922917460534,11.458739465015123,33.05686595317534,41.839862265055174,86.41704443310392,10.21748394281462,82.02814316173888,73.75151418436957,17.587213283413732,32.53143541396158,42.50921869725371,14.749432761573136,32.352248840068015
325.0114053495439,22.10164246792641,86.72108016207024,81.60874540039356,41.73509322273528,-0.7749572159536928,11.740917224001143,48.106221500129486,8.127369536420925,26.138460372547883,36.634976027866564,81.98271337526454,5.239150836491718,78.61682707904822,69.7761290376215,17.15295894558412,24.121821371216434,41.2618672540035,11.01984585009252,24.93725880130867
348.3803114486394,28.73640206622624,95.5889064822587,84.45507003374684,46.909389029336666,6.888750145308331,16.145725599347518,54.917078787274626,15.464679653057244,33.38714747000272,41.72055842463869,90.44340159304545,12.977411416916123,85.58261256331102,77.41391074842117,21.88804265028864,33.43561092959313,45.2196623006759,16.421119888588475,30.939224811461475
338.0936868924801,25.222300099566617,91.6699984021504,79.7428398703733,43.62911665708025,4.072994366627462,13.668847713031528,49.24764264582271,10.259374304726176,29.85010431364458,37.66932149013812,85.53250717137688,8.168762421067342,83.03957508453232,73.62732227448578,17.242508261078697,31.743918596401986,42.99817016765328,11.908199966749162,28.881329538502648
366.379998331223,28.815341039745693,91.96668943127028,84.45470844387624,45.706974569783355,6.9155924829577184,13.740711263281103,52.81498807197851,12.245141853924657,33.52843780121865,39.38608553772039,86.71420003242092,10.937298976301319,84.2998149787562,74.21199000014204,20.935295751810038,31.859337559915424,43.87289542922621,16.654202387279483,28.012623007602215
350.44551286374224,26.282634136779603,92.31717426738348,81.48160647618599,44.59791318124054,3.7897759188218156,12.369137442207276,52.39707878955324,9.656381279188487,30.475495423603235,36.85273194501054,83.38656205943926,8.361804099615266,83.09455269927771,75.11452907616435,21.00201065407197,28.42024531275483,41.032262531271996,13.553582718453509,30.00651107562419
355.8567066656685,25.429248606432026,95.76321114286753,81.51026435208686,43.535303529049735,3.154945975019003,16.728562274179225,49.480243348624626,12.144776961500492,28.127951503663567,39.4895385483134,86.18642421891953,10.59814187426355,84.4172308498564,75.74302604709695,18.778252549288155,26.009513813917827,43.34765050258101,11.496292286954805,30.575628499381608
356.955618216607,31.41466482140502,94.75942204642337,85.61367417129895,46.05862879844013,7.460776021331882,15.0366813997368,51.90757911111428,11.80750517162297,31.687697078218637,41.983331136718064,86.93275875627049,10.813911771448884,85.00746289325399,75.58188586542695,20.47944180964634,31.07721163510991,42.82990429299877,15.638488341968948,30.657471998776312
350.4273567625282,26.034763625719872,92.962259901247,81.61613163906607,45.18491841358398,1.8760395909620975,15.062199034808426,50.79225240754735,11.965889600600965,29.61909456831796,40.27372764444057,83.1604972276216,9.203458067139218,80.75532036964225,73.18152643857478,18.27857470377657,30.876293297369486,42.387749725436706,11.60552373636074,29.952229370526638
361.72429034003164,29.135403935959886,95.92878371368398,84.68439098888167,45.03812062382299,5.653270325217542,16.11699363268728,54.09623826163373,14.385888012739342,32.09333885803866,40.6990989065429,87.18651914926045,11.432813217797914,85.42598236891233,75.26630912508467,22.457487365684436,29.295203672181536,46.237174426380946,17.908052602390462,28.533254740551747
340.64130716523323,27.896825894728483,94.52667992071126,83.82698312658938,47.79223125298559,3.1621959780071327,12.466220445636917,50.859892962322675,13.27497735749977,29.80389633018302,39.10821100375053,85.26253452632346,11.964026399839343,83.90942505943612,78.09578924904335,20.898750222263338,30.901583123050393,41.58538668612957,11.340075734746037,28.136816766131044
304.2708133501258,24.043570742820947,90.2647167850521,80.80860830454994,44.06948348226427,3.286990929682579,11.818962428721212,49.72515796659418,10.195334032008805,27.51142755602129,36.85207200029307,85.39231660852855,8.529569968191955,80.74671940466197,73.3589852368052,16.44459903879607,27.51381422642986,41.89248233385483,11.192793771227558,25.863843559841655
313.5199290428281,23.253137016963713,86.25613739990484,76.99862226967386,43.40333546111617,-2.145171982236665,9.683917331699531,47.38904945528743,5.688401704109727,25.487453912190134,33.9486161630368,79.05112328951122,6.380542552299163,78.44208249931776,71.51663328490639,14.93935296024463,25.086294016018464,38.2930228050379,8.739389949366835,24.999268718880675
362.8161667955659,27.861220988740982,96.63896926959674,82.07926590991536,44.163469896973524,8.42667017883419,13.725077555444695,50.9071512287722,10.441382720600446,31.335054288534227,38.022645269168585,84.15530502704428,9.918711411075641,84.75293663148474,74.8487221211331,19.038796081897097,30.950887593108448,43.58476074935888,13.588101073163784,30.101787859851612
355.71216931306174,28.993012678736708,94.02731473999187,86.51594692433197,48.04343529968296,5.443708616329867,16.02717398652839,52.13353647528998,15.018573947709946,30.364185552162635,42.03304187739297,85.42698145766113,12.560264895002764,81.27469201754356,74.36122052322136,21.32160843949387,29.92951364017416,41.98214885873653,13.053400739502559,29.159716632115135
343.1142659681458,26.091201785404103,92.81090860287355,82.8956942354225,47.219360812509805,3.7510699785557113,13.66479309734561,52.64707499483355,13.852807152382953,31.442897651233405,39.556180147335795,85.46784750277413,11.73227255241864,82.14433733845756,73.871476689284,20.082926713139063,32.51228521718175,44.22560945057457,13.900766655487924,26.183637185159906
353.6715653651294,27.2300330151334,94.91331117193585,85.1846987273936,48.48355147156678,3.444458211331974,14.191587181509359,52.632427593735464,15.000600899076844,31.473143161558433,40.95684173499472,86.44341927020419,12.452451389167026,85.25126886061192,77.69565659304952,22.860790227084387,30.18060365886134,43.79176120821053,12.81655206212313,29.512843943305967
344.1050657202581,29.241342802053925,95.85107979274335,83.92750042615539,48.02220611591088,5.764469968987826,15.247088366803494,52.94938994982012,15.075274318761403,32.58097628723076,41.875204904511115,87.11298312925868,12.068671118863374,85.11275101468713,75.74575144519432,21.121453017232497,34.285322846416946,44.99016795570409,14.883897218417134,28.732717449697823
316.5461639088415,22.284390590246005,89.00592638400694,78.65316475417796,43.267304875496535,2.471598202325706,11.770367548089595,52.39720975265092,7.5277164483384045,29.048730694538946,35.746774424251825,82.45207312936179,5.464378633718506,78.030004858233,71.54287010064806,15.710821340764186,27.168230373745573,36.855849623001355,11.602230706022837,28.91167428125332
373.17537925814435,27.980266108595032,93.74954482866688,84.2753534329594,47.96803409885196,3.819014273699276,14.664788650301487,52.61566391334135,13.086895579515607,32.43854006662471,40.973627534404876,84.0200034644927,12.923601352445955,83.20404081826001,76.45130962917432,22.260197545613885,33.05582569557157,42.539209160857524,14.795535450632647,30.62669482573235
359.19514737254366,29.5821924896939,93.24146860373129,83.81371448698867,46.16072276357899,3.501980273396403,15.281326054008325,54.13432812658181,13.654518838797502,32.18119377795699,41.242921458321284,84.15436980443633,9.996615190596232,81.3797121980098,73.46013442814647,20.593724926570548,30.717583799082902,43.81606423933684,16.049318756918087,27.813250228187947
