feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
393.30248438156576,31.712953940657357,96.2956400452004,84.95272041322495,49.20079844860755,5.640701027214642,17.623330928751873,57.99794769388964,15.622693932424426,35.47375851687363,42.80243469332113,88.41118948587376,14.94936323972302,84.33401950226349,78.53309493255703,24.48041397781336,34.70072659588019,43.16620448141645,16.523453045744212,30.971701998704898
384.190948881915,30.59214826721867,97.47268686980503,84.868446148757,46.089895538693014,8.54174490557893,17.414554342501905,53.25545841879597,14.272265816891197,33.16631734017555,42.30929273152334,88.58029696855466,13.245593694318375,85.79244967332082,77.58585237573394,22.096029568274393,33.14495303888785,44.79835899189702,15.836697468435743,33.576009214995864
368.5261584624898,29.00527343382547,90.79202540257579,85.56859557228123,47.3808016820288,6.547787145736988,13.12545833498073,53.91291393013597,10.771234545052799,33.88883916644724,41.15675539827311,85.8630329864127,12.409962048981876,82.75574328714524,75.04199924520661,22.14150950024019,32.57146629449211,41.71349948449561,16.73066137815533,30.08719799569588
408.2021218961437,32.24406976463884,97.70931817019652,88.65402647433915,50.561379515002486,8.489758535649027,20.172263153576953,56.875088741313874,19.815135128244936,37.66228825044743,47.05726472222282,92.91854421473633,17.719947979621345,88.02219938953114,78.74581964644972,25.880871694479904,37.42586480572756,47.70988856001063,19.44272350797123,32.61465214647149
361.173107766258,30.083186638086694,95.60562780635874,84.43847835301305,48.01680231570816,5.940113231330323,13.750600595139113,52.629537783911736,12.668242434879998,31.88981506400314,40.37059490164587,86.93344442429937,13.23023465295659,85.32767046820815,78.28656414823872,21.040432113358463,32.972553186934206,43.98074895217931,15.282928031740619,30.787576536910958
318.5858158736611,23.21421403225852,93.63080389563402,78.76324467860691,44.69279374067035,3.3087035580881015,12.733222616148906,51.599579850356776,11.028049253907469,28.73019184666558,36.89038739318235,83.93287060164543,8.968387972501718,80.34990129994695,74.97077052968083,17.994792479642143,32.846934507658766,40.40622455748337,10.395652679584696,28.92114211754382
341.44416468990374,29.110144894517678,93.11688290492866,84.58193897765823,47.26724458460515,5.2829318684759246,14.288648174793092,52.33651636360527,13.662728465977123,31.7590853068563,42.027378938202986,87.84839926270958,12.063056666939715,83.15756463261071,76.50069389517553,20.324791385186817,31.483546246806558,42.61806389228159,14.010987059193042,28.601101433955375
367.9102508441908,26.21527517528375,94.62616200393069,82.01196114221382,45.15262892120592,3.794404228932157,16.20923934856685,54.02788694042348,14.236327431236658,33.58130591727971,40.898627688849636,87.84450072118169,12.339193377686676,84.92013421831338,76.32408489020982,20.997989671712997,33.75302341247139,46.45591265846789,16.784380812888532,31.121176310390542
332.6187725816498,25.385676416514244,90.47098945532785,78.59255468828445,42.693594227891694,1.4107325288304395,14.959472238636451,52.59982669552557,10.682555463099522,30.001511775946266,37.84147935788998,83.45879434294716,7.126071544450228,79.71315710416434,70.8175990156595,16.22141169729703,28.400798862887182,42.020479645260195,15.085351219261309,27.034539018527465
345.2881507642693,25.552875852875744,91.61681155680058,79.36035137549858,44.810775656349946,2.7615295311753427,12.785522501988282,51.3558151987192,9.054519912867423,28.919989935757386,36.665359104326306,82.71339748133973,9.140647068300337,79.80225499548027,74.37190324099754,17.815687785439135,29.488046950615697,38.51212988891702,10.08660425421711,29.317354368848253
