trans_amount_usd,addr_deviation_score,trans_time_risk_score,merchant_code_hash,card_issuer_code,pos_terminal_id,transaction_type_code,cvv_verify_score,account_age_month,daily_trans_count,label
1753.7855087706937,1.0023775225941256,4.8090576146583075,2.056752569468587,0.37593383342861697,4.6834976778555335,0.7102651038718142,0.4224482805128674,2.395740938300648,3.6441358543931632,0
6231.011759754374,1.3053189162037537,8.63021291100422,1.222117584947211,0.12160014811230556,4.722990595972725,0.7059391087578535,0.3110910570219253,2.1461241836029137,3.500213027030472,0
491.99918339140856,4.210322159001279,6.2380963906306555,2.070650981893962,0.26706053046274353,4.208459850927616,0.8001439725218022,0.45175484415965733,2.6142695226751056,3.660996828731087,0
6090.047462624725,3.624406445065622,6.839521722520425,1.4771152530049976,0.06641763734663542,4.600068320822178,0.5484370221737332,0.2944754868113679,2.2423028692397198,3.3134868522357133,0
3035.222972787331,4.593494839348643,3.5202708797979785,1.0,0.21166901379352973,4.565567915570599,0.7714191724162391,0.2616435210152258,2.451605663171814,3.6711683663442956,0
5149.323104039391,3.097410143509322,1.5474125910782066,1.735736891534535,0.08596837323258888,4.710387214467673,0.9357347775713829,0.0,2.260821326635594,3.415268106380678,0
827.827591152757,4.1921984777567065,8.129460151706203,1.625645811451327,0.01420541322436888,4.228886347461254,0.9440263307863881,0.2559239172389667,2.282526293722121,3.5376161456099227,0
5863.972089354094,0.4415203838306003,5.206251649752751,1.5574259475543435,0.007487502504140231,4.58783734738187,0.5265986311336512,0.28500782250178974,2.6947350361220748,3.4885809255024096,0
5732.626387242488,0.32509794513758516,2.126236524728421,1.6615670370910396,0.12226310461265265,4.432400269510762,0.8634390720345295,0.36590321685799204,2.1347013763176883,3.3157998486642346,0
1062.4671911299579,2.731064075083765,4.930390839734633,1.6070202664749955,0.09640841565501082,4.972917669733529,0.9500209226539167,0.2695582545466156,2.99371091437395,3.848903216017558,0
3078.703608742762,3.203041692744488,4.203517680307936,2.173770984854661,0.3470661178827597,4.448596118981885,0.8366495573030104,0.083717292217311,2.623807092582703,3.699260006672287,0
2101.8203306637383,4.871034798237601,0.7360895140428703,1.3390212546804605,0.0809975516692612,5.004782057228063,0.7934985688655921,0.1849268699614171,2.9540021430669685,3.6187745697719307,0
882.2789685311836,0.23646747988799455,3.6636879815335277,1.625434443255002,0.19029081246218893,4.320651327824087,0.8258609582296321,0.33969196454612666,2.8703881568723904,3.085049272542451,0
5170.7539802720075,2.1774221173807957,0.001237641701645753,1.2585004522332897,0.27725375289190535,4.59013000623848,0.5544123661837053,0.29280717432201786,2.644871908493782,3.3333938766665003,0
7730.394409412043,1.7378360993439068,2.427030220559425,1.7758371057559945,0.006393386281795666,4.308702415513232,0.8927403489582189,0.31730396943815314,2.701781514873995,3.6846305794498844,0
762.721327151131,2.682175569057325,6.579094356767624,1.4415591380529142,0.27841763142437287,4.835400027594767,0.8971143013294514,0.4090524360665971,2.6863911270940677,3.641156598973084,0
4595.240168682475,2.1561762906238457,3.2665978210219015,1.6859050713664363,0.04646399497559757,4.709866069177764,0.5800485557775429,0.3672869908491303,2.6557329569205192,3.7218878885455258,0
2157.206030461103,1.239640162177399,2.6261045913897165,1.0,0.18261579429814603,4.337916842475905,0.8168217934546345,0.2733734611390315,2.829033017357232,3.6147960827581502,0
3435.232494476368,3.148707127841854,8.393149183362981,1.5504150838491522,0.3079971676222587,4.677386264664377,0.5101032259470423,0.12305108230184858,2.8320652418553345,3.5901854206509136,0
2309.4048286043208,2.48368713870365,3.5944333136330497,1.6068640648269703,0.3263822551963557,4.299691731273873,0.7716006222382248,0.12128265876926794,2.7999196092141116,3.4072578968481047,0
616.2017890436599,1.241209518145872,3.9598111206198983,1.5699318857075337,0.1701219117402879,4.531779498989297,0.7783000582425761,0.25853621910082913,2.329783847496862,3.6726251040687337,0
1627.5715341471466,1.775741102494387,4.397496585394238,1.5383555451300344,0.36433873223208874,4.574556253780926,0.6432741842419804,0.20064249953151195,2.971161915526884,3.3246697502586118,0
2175.923328822696,4.573299345377775,8.472006807042394,1.1652842225282085,0.06506197023426767,4.541466298868886,0.9733568678829194,0.304607194925204,2.8057230745802864,3.530818751490438,0
1708.282990034041,3.0609921916593033,0.358848621987774,1.151865188496581,0.21786630410070648,4.290289781581834,0.9547377215823567,0.23420220927068522,2.7856424650806657,3.265704799586996,0
5557.221952780983,1.1736823234394005,0.34311421475877846,1.1927523797861541,0.3409014206254999,4.172561938019862,0.5745989575571002,0.5442616878619384,2.3140569302000524,3.5031798006831556,0
2486.19524354507,2.600218529457894,8.636715771721358,1.4449664427773012,0.0824356136126546,4.577535912008151,0.9050327173524417,0.27197553554354326,2.66344313132841,3.1597490774110084,0
6402.785125380543,2.9370937761987292,9.064161798627664,1.7738173759796245,0.28021963471762773,4.747869225715033,0.792381945507248,0.18084992773390832,2.5698985607714686,3.626481288691225,0
5065.030695005169,3.9627461598721085,9.391545287329288,1.061916520945707,0.14056585988985262,4.640335606304853,0.9374770953898082,0.3386223131137624,2.438071575726811,3.3557803308272565,0
1658.8457631386239,0.20054022617186862,4.996936498134127,1.5996890011487217,0.20818322035947096,4.508963682984167,0.8389590213547771,0.4189784695989669,2.896221818772048,3.437138523949207,0
218.66916420105122,4.560243187020987,9.155107954880142,2.1832597915330845,0.33409299804499865,4.182426800721572,0.9662734737282779,0.2891295190421242,2.406099309309708,3.631950121868981,0
6499.385535504447,0.6246089000479832,7.62863354493922,1.0,0.04748693254534735,4.858881475696718,0.8050542333437858,0.26386871088989705,2.4858887892116845,3.5038555395231876,0
3222.817403383192,3.1449218472793943,6.028929743510252,1.6262524231015563,0.23575357833008606,4.2777413234711625,0.5119608735051635,0.3999716420178095,2.2674279402400157,3.225313906998702,0
5971.18442788468,4.788188936157497,0.24460731375831823,1.7514607722338393,0.3856592412018308,4.0,0.5047687248290625,0.3790415909721472,2.9584488586175697,3.339348973263425,0
6361.6404900135985,0.48855210277521544,9.114278190956593,2.439068600770633,0.2403224230592275,4.362257336091083,0.8691792292625593,0.18054577213113432,2.4082501112161774,3.68801006651404,0
2838.3692665760545,0.3138129623150593,6.637992060315602,1.400992403222796,0.31614925799648597,4.840359855470973,0.9032947182625511,0.41869998657745494,2.273235235551223,3.704465562957341,0
2036.7671153337153,0.4804160811941238,9.48050139699289,1.173153582906168,0.09209969725706912,4.348581363026108,0.9059042205937531,0.29985201399083106,2.1837244440823897,3.5551383318495855,0
5339.9754174445125,3.3182981098779325,6.307145213237187,1.261985770099861,0.012834689671289867,4.194636837138505,0.605816877665772,0.4419496755709334,2.158707363887901,3.5125830975166448,0
2385.538824492012,0.5702666696025432,8.656872367836105,1.5015852103382663,0.21280543268688482,4.4777102760109235,0.9501673476253666,0.16912611807761133,2.2019798469906524,3.6784026398641356,0
3841.7388949133456,1.37265675250134,3.6464806129844316,1.5628051686617959,0.2615407707598265,4.6298592582879365,0.6442447955489685,0.447544832208532,2.027084334540423,3.238334337891807,0
5133.685317826162,1.935511681232041,8.863933592713753,1.0463313564202399,0.2389667605846194,4.432187541398679,0.8870514818554658,0.25213663359347516,2.3761031499676637,3.564056669665287,0
5055.381622596665,3.979775994751793,2.8367732964918657,1.8202352948267917,0.0340942958474534,4.42956908135214,0.8455132894671931,0.3346814837371065,2.7668346438672407,3.522617872895366,0
